id,activity_day,activity_hour,calories,total_intensity,average_intensity,step_total
1844505072,2016-04-21,15:00,89,15,0.25,263
1844505072,2016-04-21,16:00,101,22,0.37,396
1844505072,2016-04-21,17:00,129,35,0.58,850
1844505072,2016-04-21,18:00,89,16,0.27,192
1844505072,2016-04-21,19:00,101,16,0.27,547
1844505072,2016-04-21,20:00,184,67,1.12,2043
1844505072,2016-04-21,21:00,75,6,0.1,130
1844505072,2016-04-21,22:00,96,19,0.32,385
1844505072,2016-04-21,23:00,56,0,0.0,0
1844505072,2016-04-22,00:00,56,0,0.0,0
1844505072,2016-04-22,01:00,56,0,0.0,0
1844505072,2016-04-22,02:00,56,0,0.0,0
1844505072,2016-04-22,03:00,56,0,0.0,0
1844505072,2016-04-22,04:00,56,0,0.0,0
1844505072,2016-04-22,05:00,56,0,0.0,0
1844505072,2016-04-22,06:00,56,0,0.0,0
1844505072,2016-04-22,07:00,56,0,0.0,0
1844505072,2016-04-22,08:00,56,0,0.0,0
1844505072,2016-04-22,09:00,56,0,0.0,0
1844505072,2016-04-22,10:00,95,18,0.3,518
1844505072,2016-04-22,11:00,115,26,0.43,762
1844505072,2016-04-22,12:00,98,21,0.35,328
1844505072,2016-04-22,13:00,105,21,0.35,619
1844505072,2016-04-22,14:00,110,27,0.45,561
1844505072,2016-04-22,15:00,74,6,0.1,234
1844505072,2016-04-22,16:00,56,0,0.0,0
1844505072,2016-04-22,17:00,56,0,0.0,0
1844505072,2016-04-22,18:00,68,6,0.1,137
1844505072,2016-04-22,19:00,126,34,0.57,797
1844505072,2016-04-22,20:00,91,15,0.25,371
1844505072,2016-04-22,21:00,98,20,0.33,363
1844505072,2016-04-22,22:00,76,9,0.15,97
1844505072,2016-04-22,23:00,100,17,0.28,585
1844505072,2016-04-23,00:00,72,7,0.12,149
1844505072,2016-04-23,01:00,56,0,0.0,0
1844505072,2016-04-23,02:00,56,0,0.0,0
1844505072,2016-04-23,03:00,56,0,0.0,0
1844505072,2016-04-23,04:00,56,0,0.0,0
1844505072,2016-04-23,05:00,56,0,0.0,0
1844505072,2016-04-23,06:00,56,0,0.0,0
1844505072,2016-04-23,07:00,56,0,0.0,0
1844505072,2016-04-23,08:00,56,0,0.0,0
1844505072,2016-04-23,09:00,56,0,0.0,0
1844505072,2016-04-23,10:00,82,10,0.17,392
1844505072,2016-04-23,11:00,120,31,0.52,758
1844505072,2016-04-23,12:00,98,19,0.32,539
1844505072,2016-04-23,13:00,68,5,0.08,128
1844505072,2016-04-23,14:00,57,0,0.0,0
1844505072,2016-04-23,15:00,111,28,0.47,583
1844505072,2016-04-23,16:00,132,35,0.58,947
1844505072,2016-04-23,17:00,63,4,0.07,74
1844505072,2016-04-23,18:00,56,0,0.0,0
1844505072,2016-04-23,19:00,56,0,0.0,0
1844505072,2016-04-23,20:00,56,0,0.0,0
1844505072,2016-04-23,21:00,56,0,0.0,0
1844505072,2016-04-23,22:00,56,0,0.0,0
1844505072,2016-04-23,23:00,56,0,0.0,0
1844505072,2016-04-24,00:00,56,0,0.0,0
1844505072,2016-04-24,01:00,56,0,0.0,0
1844505072,2016-04-24,02:00,56,0,0.0,0
1844505072,2016-04-24,03:00,56,0,0.0,0
1844505072,2016-04-24,04:00,56,0,0.0,0
1844505072,2016-04-24,05:00,56,0,0.0,0
1844505072,2016-04-24,06:00,56,0,0.0,0
1844505072,2016-04-24,07:00,56,0,0.0,0
1844505072,2016-04-24,08:00,56,0,0.0,0
1844505072,2016-04-24,09:00,56,0,0.0,0
1844505072,2016-04-24,10:00,56,0,0.0,0
1844505072,2016-04-24,11:00,56,0,0.0,0
1844505072,2016-04-24,12:00,56,0,0.0,0
1844505072,2016-04-24,13:00,56,0,0.0,0
1844505072,2016-04-24,14:00,56,0,0.0,0
1844505072,2016-04-24,15:00,56,0,0.0,0
1844505072,2016-04-24,16:00,56,0,0.0,0
1844505072,2016-04-24,17:00,56,0,0.0,0
1844505072,2016-04-24,18:00,56,0,0.0,0
1844505072,2016-04-24,19:00,56,0,0.0,0
1844505072,2016-04-24,20:00,56,0,0.0,0
1844505072,2016-04-24,21:00,56,0,0.0,0
1844505072,2016-04-24,22:00,56,0,0.0,0
1844505072,2016-04-24,23:00,56,0,0.0,0
1844505072,2016-04-25,00:00,56,0,0.0,0
1844505072,2016-04-25,01:00,56,0,0.0,0
1844505072,2016-04-25,02:00,56,0,0.0,0
1844505072,2016-04-25,03:00,56,0,0.0,0
1844505072,2016-04-25,04:00,56,0,0.0,0
1844505072,2016-04-25,05:00,56,0,0.0,0
1844505072,2016-04-25,06:00,56,0,0.0,0
1844505072,2016-04-25,07:00,56,0,0.0,0
1844505072,2016-04-25,08:00,56,0,0.0,0
1844505072,2016-04-25,09:00,56,0,0.0,0
1844505072,2016-04-25,10:00,56,0,0.0,0
1844505072,2016-04-25,11:00,56,0,0.0,0
1844505072,2016-04-25,12:00,56,0,0.0,0
1844505072,2016-04-25,13:00,56,0,0.0,0
1844505072,2016-04-25,14:00,56,0,0.0,0
1844505072,2016-04-25,15:00,56,0,0.0,0
1844505072,2016-04-25,16:00,56,0,0.0,0
1844505072,2016-04-25,17:00,56,0,0.0,0
1844505072,2016-04-25,18:00,56,0,0.0,0
1844505072,2016-04-25,19:00,56,0,0.0,0
1844505072,2016-04-25,20:00,56,0,0.0,0
1844505072,2016-04-25,21:00,56,0,0.0,0
1844505072,2016-04-25,22:00,56,0,0.0,0
1844505072,2016-04-25,23:00,56,0,0.0,0
1844505072,2016-04-26,00:00,56,0,0.0,0
1844505072,2016-04-26,01:00,56,0,0.0,0
1844505072,2016-04-26,02:00,56,0,0.0,0
1844505072,2016-04-26,03:00,56,0,0.0,0
1844505072,2016-04-26,04:00,56,0,0.0,0
1844505072,2016-04-26,05:00,56,0,0.0,0
1844505072,2016-04-26,06:00,56,0,0.0,0
1844505072,2016-04-26,07:00,56,0,0.0,0
1844505072,2016-04-26,08:00,56,0,0.0,0
1844505072,2016-04-26,09:00,56,0,0.0,0
1844505072,2016-04-26,10:00,56,0,0.0,0
1844505072,2016-04-26,11:00,56,0,0.0,0
1844505072,2016-04-26,12:00,56,0,0.0,0
1844505072,2016-04-26,13:00,56,0,0.0,0
1844505072,2016-04-26,14:00,56,0,0.0,0
1844505072,2016-04-26,15:00,56,0,0.0,0
1844505072,2016-04-26,16:00,56,0,0.0,0
1844505072,2016-04-26,17:00,56,0,0.0,0
1844505072,2016-04-26,18:00,56,0,0.0,0
1844505072,2016-04-26,19:00,56,0,0.0,0
1844505072,2016-04-26,20:00,56,0,0.0,0
1844505072,2016-04-26,21:00,56,0,0.0,0
1844505072,2016-04-26,22:00,56,0,0.0,0
1844505072,2016-04-26,23:00,56,0,0.0,0
1844505072,2016-04-27,00:00,56,0,0.0,0
1844505072,2016-04-27,01:00,56,0,0.0,0
1844505072,2016-04-27,02:00,56,0,0.0,0
1844505072,2016-04-27,03:00,56,0,0.0,0
1844505072,2016-04-27,04:00,56,0,0.0,0
1844505072,2016-04-27,05:00,56,0,0.0,0
1844505072,2016-04-27,06:00,56,0,0.0,0
1844505072,2016-04-27,07:00,56,0,0.0,0
1844505072,2016-04-27,08:00,56,0,0.0,0
1844505072,2016-04-27,09:00,56,0,0.0,0
1844505072,2016-04-27,10:00,56,0,0.0,0
1844505072,2016-04-27,11:00,56,0,0.0,0
1844505072,2016-04-27,12:00,56,0,0.0,0
1844505072,2016-04-27,13:00,56,0,0.0,0
1844505072,2016-04-27,14:00,58,1,0.02,4
1844505072,2016-04-27,15:00,56,0,0.0,0
1844505072,2016-04-27,16:00,56,0,0.0,0
1844505072,2016-04-27,17:00,56,0,0.0,0
1844505072,2016-04-27,18:00,56,0,0.0,0
1844505072,2016-04-27,19:00,56,0,0.0,0
1844505072,2016-04-27,20:00,56,0,0.0,0
1844505072,2016-04-27,21:00,56,0,0.0,0
1844505072,2016-04-27,22:00,56,0,0.0,0
1844505072,2016-04-27,23:00,56,0,0.0,0
1844505072,2016-04-28,00:00,56,0,0.0,0
1844505072,2016-04-28,01:00,56,0,0.0,0
1844505072,2016-04-28,02:00,56,0,0.0,0
1844505072,2016-04-28,03:00,56,0,0.0,0
1844505072,2016-04-28,04:00,56,0,0.0,0
1844505072,2016-04-28,05:00,56,0,0.0,0
1844505072,2016-04-28,06:00,56,0,0.0,0
1844505072,2016-04-28,07:00,56,0,0.0,0
1844505072,2016-04-28,08:00,56,0,0.0,0
1844505072,2016-04-28,09:00,56,0,0.0,0
1844505072,2016-04-28,10:00,71,6,0.1,205
1844505072,2016-04-28,11:00,118,26,0.43,788
1844505072,2016-04-28,12:00,122,34,0.57,705
1844505072,2016-04-28,13:00,89,16,0.27,284
1844505072,2016-04-28,14:00,101,21,0.35,454
1844505072,2016-04-28,15:00,113,31,0.52,534
1844505072,2016-04-28,16:00,94,17,0.28,332
1844505072,2016-04-28,17:00,114,25,0.42,777
1844505072,2016-04-28,18:00,79,10,0.17,151
1844505072,2016-04-28,19:00,89,11,0.18,335
1844505072,2016-04-28,20:00,85,12,0.2,208
1844505072,2016-04-28,21:00,148,50,0.83,1001
1844505072,2016-04-28,22:00,122,27,0.45,861
1844505072,2016-04-28,23:00,88,16,0.27,264
1844505072,2016-04-29,00:00,72,5,0.08,68
1844505072,2016-04-29,01:00,78,10,0.17,184
1844505072,2016-04-29,02:00,56,0,0.0,0
1844505072,2016-04-29,03:00,56,0,0.0,0
1844505072,2016-04-29,04:00,56,0,0.0,0
1844505072,2016-04-29,05:00,56,0,0.0,0
1844505072,2016-04-29,06:00,56,0,0.0,0
1844505072,2016-04-29,07:00,56,0,0.0,0
1844505072,2016-04-29,08:00,56,0,0.0,0
1844505072,2016-04-29,09:00,77,11,0.18,232
1844505072,2016-04-29,10:00,105,25,0.42,431
1844505072,2016-04-29,11:00,130,36,0.6,845
1844505072,2016-04-29,12:00,60,2,0.03,53
1844505072,2016-04-29,13:00,56,0,0.0,0
1844505072,2016-04-29,14:00,95,18,0.3,542
1844505072,2016-04-29,15:00,61,2,0.03,57
1844505072,2016-04-29,16:00,70,7,0.12,114
1844505072,2016-04-29,17:00,82,13,0.22,196
1844505072,2016-04-29,18:00,104,24,0.4,405
1844505072,2016-04-29,19:00,93,18,0.3,322
1844505072,2016-04-29,20:00,115,29,0.48,665
1844505072,2016-04-29,21:00,78,10,0.17,133
1844505072,2016-04-29,22:00,112,28,0.47,538
1844505072,2016-04-29,23:00,75,9,0.15,135
1844505072,2016-04-30,00:00,57,0,0.0,0
1844505072,2016-04-30,01:00,56,0,0.0,0
1844505072,2016-04-30,02:00,56,0,0.0,0
1844505072,2016-04-30,03:00,56,0,0.0,0
1844505072,2016-04-30,04:00,56,0,0.0,0
1844505072,2016-04-30,05:00,56,0,0.0,0
1844505072,2016-04-30,06:00,56,0,0.0,0
1844505072,2016-04-30,07:00,56,0,0.0,0
1844505072,2016-04-30,08:00,56,0,0.0,0
1844505072,2016-04-30,09:00,56,0,0.0,0
1844505072,2016-04-30,10:00,103,22,0.37,612
1844505072,2016-04-30,11:00,107,27,0.45,517
1844505072,2016-04-30,12:00,109,28,0.47,551
1844505072,2016-04-30,13:00,57,0,0.0,0
1844505072,2016-04-30,14:00,69,6,0.1,166
1844505072,2016-04-30,15:00,91,16,0.27,314
1844505072,2016-04-30,16:00,72,4,0.07,191
1844505072,2016-04-30,17:00,83,11,0.18,217
1844505072,2016-04-30,18:00,85,12,0.2,276
1844505072,2016-04-30,19:00,76,6,0.1,107
1844505072,2016-04-30,20:00,81,10,0.17,154
1844505072,2016-04-30,21:00,86,13,0.22,203
1844505072,2016-04-30,22:00,91,16,0.27,258
1844505072,2016-04-30,23:00,92,13,0.22,448
1844505072,2016-05-01,00:00,138,39,0.65,1193
1844505072,2016-05-01,01:00,103,22,0.37,555
1844505072,2016-05-01,02:00,117,25,0.42,773
1844505072,2016-05-01,03:00,61,3,0.05,52
1844505072,2016-05-01,04:00,56,0,0.0,0
1844505072,2016-05-01,05:00,56,0,0.0,0
1844505072,2016-05-01,06:00,56,0,0.0,0
1844505072,2016-05-01,07:00,56,0,0.0,0
1844505072,2016-05-01,08:00,56,0,0.0,0
1844505072,2016-05-01,09:00,56,0,0.0,0
1844505072,2016-05-01,10:00,56,0,0.0,0
1844505072,2016-05-01,11:00,56,0,0.0,0
1844505072,2016-05-01,12:00,56,0,0.0,0
1844505072,2016-05-01,13:00,56,0,0.0,0
1844505072,2016-05-01,14:00,56,0,0.0,0
1844505072,2016-05-01,15:00,56,0,0.0,0
1844505072,2016-05-01,16:00,56,0,0.0,0
1844505072,2016-05-01,17:00,56,0,0.0,0
1844505072,2016-05-01,18:00,56,0,0.0,0
1844505072,2016-05-01,19:00,56,0,0.0,0
1844505072,2016-05-01,20:00,56,0,0.0,0
1844505072,2016-05-01,21:00,56,0,0.0,0
1844505072,2016-05-01,22:00,56,0,0.0,0
1844505072,2016-05-01,23:00,56,0,0.0,0
1844505072,2016-05-02,00:00,56,0,0.0,0
1844505072,2016-05-02,01:00,57,0,0.0,0
1844505072,2016-05-02,02:00,56,0,0.0,0
1844505072,2016-05-02,03:00,56,0,0.0,0
1844505072,2016-05-02,04:00,56,0,0.0,0
1844505072,2016-05-02,05:00,56,0,0.0,0
1844505072,2016-05-02,06:00,56,0,0.0,0
1844505072,2016-05-02,07:00,56,0,0.0,0
1844505072,2016-05-02,08:00,56,0,0.0,0
1844505072,2016-05-02,09:00,56,0,0.0,0
1844505072,2016-05-02,10:00,56,0,0.0,0
1844505072,2016-05-02,11:00,56,0,0.0,0
1844505072,2016-05-02,12:00,56,0,0.0,0
1844505072,2016-05-02,13:00,56,0,0.0,0
1844505072,2016-05-02,14:00,56,0,0.0,0
1844505072,2016-05-02,15:00,56,0,0.0,0
1844505072,2016-05-02,16:00,56,0,0.0,0
1844505072,2016-05-02,17:00,56,0,0.0,0
1844505072,2016-05-02,18:00,56,0,0.0,0
1844505072,2016-05-02,19:00,56,0,0.0,0
1844505072,2016-05-02,20:00,56,0,0.0,0
1844505072,2016-05-02,21:00,56,0,0.0,0
1844505072,2016-05-02,22:00,56,0,0.0,0
1844505072,2016-05-02,23:00,56,0,0.0,0
1844505072,2016-05-03,00:00,56,0,0.0,0
1844505072,2016-05-03,01:00,56,0,0.0,0
1844505072,2016-05-03,02:00,56,0,0.0,0
1844505072,2016-05-03,03:00,56,0,0.0,0
1844505072,2016-05-03,04:00,56,0,0.0,0
1844505072,2016-05-03,05:00,56,0,0.0,0
1844505072,2016-05-03,06:00,56,0,0.0,0
1844505072,2016-05-03,07:00,56,0,0.0,0
1844505072,2016-05-03,08:00,56,0,0.0,0
1844505072,2016-05-03,09:00,56,0,0.0,0
1844505072,2016-05-03,10:00,95,18,0.3,486
1844505072,2016-05-03,11:00,113,26,0.43,683
1844505072,2016-05-03,12:00,97,20,0.33,361
1844505072,2016-05-03,13:00,70,4,0.07,95
1844505072,2016-05-03,14:00,122,32,0.53,769
1844505072,2016-05-03,15:00,64,3,0.05,80
1844505072,2016-05-03,16:00,60,1,0.02,37
1844505072,2016-05-03,17:00,109,25,0.42,622
1844505072,2016-05-03,18:00,62,3,0.05,41
1844505072,2016-05-03,19:00,89,15,0.25,265
1844505072,2016-05-03,20:00,92,19,0.32,312
1844505072,2016-05-03,21:00,78,11,0.18,194
1844505072,2016-05-03,22:00,66,3,0.05,57
1844505072,2016-05-03,23:00,65,4,0.07,57
1844505072,2016-05-04,00:00,56,0,0.0,0
1844505072,2016-05-04,01:00,56,0,0.0,0
1844505072,2016-05-04,02:00,56,0,0.0,0
1844505072,2016-05-04,03:00,56,0,0.0,0
1844505072,2016-05-04,04:00,56,0,0.0,0
1844505072,2016-05-04,05:00,56,0,0.0,0
1844505072,2016-05-04,06:00,56,0,0.0,0
1844505072,2016-05-04,07:00,56,0,0.0,0
1844505072,2016-05-04,08:00,56,0,0.0,0
1844505072,2016-05-04,09:00,56,0,0.0,0
1844505072,2016-05-04,10:00,64,4,0.07,63
1844505072,2016-05-04,11:00,117,29,0.48,720
1844505072,2016-05-04,12:00,88,14,0.23,276
1844505072,2016-05-04,13:00,82,12,0.2,208
1844505072,2016-05-04,14:00,63,1,0.02,9
1844505072,2016-05-04,15:00,93,16,0.27,402
1844505072,2016-05-04,16:00,88,11,0.18,402
1844505072,2016-05-04,17:00,56,0,0.0,0
1844505072,2016-05-04,18:00,56,0,0.0,0
1844505072,2016-05-04,19:00,56,0,0.0,0
1844505072,2016-05-04,20:00,56,0,0.0,0
1844505072,2016-05-04,21:00,56,0,0.0,0
1844505072,2016-05-04,22:00,56,0,0.0,0
1844505072,2016-05-04,23:00,56,0,0.0,0
1844505072,2016-05-05,00:00,56,0,0.0,0
1844505072,2016-05-05,01:00,56,0,0.0,0
1844505072,2016-05-05,02:00,56,0,0.0,0
1844505072,2016-05-05,03:00,56,0,0.0,0
1844505072,2016-05-05,04:00,56,0,0.0,0
1844505072,2016-05-05,05:00,56,0,0.0,0
1844505072,2016-05-05,06:00,56,0,0.0,0
1844505072,2016-05-05,07:00,56,0,0.0,0
1844505072,2016-05-05,08:00,56,0,0.0,0
1844505072,2016-05-05,09:00,56,0,0.0,0
1844505072,2016-05-05,10:00,72,8,0.13,145
1844505072,2016-05-05,11:00,106,26,0.43,423
1844505072,2016-05-05,12:00,82,10,0.17,184
1844505072,2016-05-05,13:00,102,22,0.37,464
1844505072,2016-05-05,14:00,111,27,0.45,542
1844505072,2016-05-05,15:00,106,27,0.45,479
1844505072,2016-05-05,16:00,56,0,0.0,0
1844505072,2016-05-05,17:00,56,0,0.0,0
1844505072,2016-05-05,18:00,56,0,0.0,0
1844505072,2016-05-05,19:00,56,0,0.0,0
1844505072,2016-05-05,20:00,56,0,0.0,0
1844505072,2016-05-05,21:00,56,0,0.0,0
1844505072,2016-05-05,22:00,56,0,0.0,0
1844505072,2016-05-05,23:00,56,0,0.0,0
1844505072,2016-05-06,00:00,56,0,0.0,0
1844505072,2016-05-06,01:00,56,0,0.0,0
1844505072,2016-05-06,02:00,56,0,0.0,0
1844505072,2016-05-06,03:00,56,0,0.0,0
1844505072,2016-05-06,04:00,56,0,0.0,0
1844505072,2016-05-06,05:00,56,0,0.0,0
1844505072,2016-05-06,06:00,56,0,0.0,0
1844505072,2016-05-06,07:00,56,0,0.0,0
1844505072,2016-05-06,08:00,56,0,0.0,0
1844505072,2016-05-06,09:00,56,0,0.0,0
1844505072,2016-05-06,10:00,56,0,0.0,0
1844505072,2016-05-06,11:00,56,0,0.0,0
1844505072,2016-05-06,12:00,56,0,0.0,0
1844505072,2016-05-06,13:00,56,0,0.0,0
1844505072,2016-05-06,14:00,56,0,0.0,0
1844505072,2016-05-06,15:00,56,0,0.0,0
1844505072,2016-05-06,16:00,56,0,0.0,0
1844505072,2016-05-06,17:00,56,0,0.0,0
1844505072,2016-05-06,18:00,56,0,0.0,0
1844505072,2016-05-06,19:00,60,2,0.03,44
1844505072,2016-05-06,20:00,56,0,0.0,0
1844505072,2016-05-06,21:00,56,0,0.0,0
1844505072,2016-05-06,22:00,56,0,0.0,0
1844505072,2016-05-06,23:00,56,0,0.0,0
1844505072,2016-05-07,00:00,56,0,0.0,0
1844505072,2016-05-07,01:00,56,0,0.0,0
1844505072,2016-05-07,02:00,56,0,0.0,0
1844505072,2016-05-07,03:00,56,0,0.0,0
1844505072,2016-05-07,04:00,56,0,0.0,0
1844505072,2016-05-07,05:00,56,0,0.0,0
1844505072,2016-05-07,06:00,56,0,0.0,0
1844505072,2016-05-07,07:00,56,0,0.0,0
1844505072,2016-05-07,08:00,56,0,0.0,0
1844505072,2016-05-07,09:00,56,0,0.0,0
1844505072,2016-05-07,10:00,56,0,0.0,0
1844505072,2016-05-07,11:00,56,0,0.0,0
1844505072,2016-05-07,12:00,56,0,0.0,0
1844505072,2016-05-07,13:00,56,0,0.0,0
1844505072,2016-05-07,14:00,56,0,0.0,0
1844505072,2016-05-07,15:00,56,0,0.0,0
1844505072,2016-05-07,16:00,56,0,0.0,0
1844505072,2016-05-07,17:00,56,0,0.0,0
1844505072,2016-05-07,18:00,56,0,0.0,0
1844505072,2016-05-07,19:00,56,0,0.0,0
1844505072,2016-05-07,20:00,56,0,0.0,0
1844505072,2016-05-07,21:00,56,0,0.0,0
1844505072,2016-05-07,22:00,56,0,0.0,0
1844505072,2016-05-07,23:00,56,0,0.0,0
1844505072,2016-05-08,00:00,56,0,0.0,0
1844505072,2016-05-08,01:00,56,0,0.0,0
1844505072,2016-05-08,02:00,56,0,0.0,0
1844505072,2016-05-08,03:00,56,0,0.0,0
1844505072,2016-05-08,04:00,56,0,0.0,0
1844505072,2016-05-08,05:00,56,0,0.0,0
1844505072,2016-05-08,06:00,56,0,0.0,0
1844505072,2016-05-08,07:00,56,0,0.0,0
1844505072,2016-05-08,08:00,56,0,0.0,0
1844505072,2016-05-08,09:00,56,0,0.0,0
1844505072,2016-05-08,10:00,56,0,0.0,0
1844505072,2016-05-08,11:00,56,0,0.0,0
1844505072,2016-05-08,12:00,56,0,0.0,0
1844505072,2016-05-08,13:00,56,0,0.0,0
1844505072,2016-05-08,14:00,56,0,0.0,0
1844505072,2016-05-08,15:00,56,0,0.0,0
1844505072,2016-05-08,16:00,56,0,0.0,0
1844505072,2016-05-08,17:00,56,0,0.0,0
1844505072,2016-05-08,18:00,56,0,0.0,0
1844505072,2016-05-08,19:00,56,0,0.0,0
1844505072,2016-05-08,20:00,56,0,0.0,0
1844505072,2016-05-08,21:00,56,0,0.0,0
1844505072,2016-05-08,22:00,56,0,0.0,0
1844505072,2016-05-08,23:00,56,0,0.0,0
1844505072,2016-05-09,00:00,56,0,0.0,0
1844505072,2016-05-09,01:00,56,0,0.0,0
1844505072,2016-05-09,02:00,56,0,0.0,0
1844505072,2016-05-09,03:00,56,0,0.0,0
1844505072,2016-05-09,04:00,56,0,0.0,0
1844505072,2016-05-09,05:00,56,0,0.0,0
1844505072,2016-05-09,06:00,56,0,0.0,0
1844505072,2016-05-09,07:00,56,0,0.0,0
1844505072,2016-05-09,08:00,56,0,0.0,0
1844505072,2016-05-09,09:00,56,0,0.0,0
1844505072,2016-05-09,10:00,56,0,0.0,0
1844505072,2016-05-09,11:00,56,0,0.0,0
1844505072,2016-05-09,12:00,56,0,0.0,0
1844505072,2016-05-09,13:00,56,0,0.0,0
1844505072,2016-05-09,14:00,56,0,0.0,0
1844505072,2016-05-09,15:00,56,0,0.0,0
1844505072,2016-05-09,16:00,56,0,0.0,0
1844505072,2016-05-09,17:00,56,0,0.0,0
1844505072,2016-05-09,18:00,56,0,0.0,0
1844505072,2016-05-09,19:00,56,0,0.0,0
1844505072,2016-05-09,20:00,56,0,0.0,0
1844505072,2016-05-09,21:00,56,0,0.0,0
1844505072,2016-05-09,22:00,56,0,0.0,0
1844505072,2016-05-09,23:00,56,0,0.0,0
1844505072,2016-05-10,00:00,56,0,0.0,0
1844505072,2016-05-10,01:00,56,0,0.0,0
1844505072,2016-05-10,02:00,56,0,0.0,0
1844505072,2016-05-10,03:00,56,0,0.0,0
1844505072,2016-05-10,04:00,56,0,0.0,0
1844505072,2016-05-10,05:00,56,0,0.0,0
1844505072,2016-05-10,06:00,56,0,0.0,0
1844505072,2016-05-10,07:00,56,0,0.0,0
1844505072,2016-05-10,08:00,56,0,0.0,0
1844505072,2016-05-10,09:00,56,0,0.0,0
1844505072,2016-05-10,10:00,56,0,0.0,0
1844505072,2016-05-10,11:00,56,0,0.0,0
1844505072,2016-05-10,12:00,56,0,0.0,0
1844505072,2016-05-10,13:00,56,0,0.0,0
1844505072,2016-05-10,14:00,56,0,0.0,0
1844505072,2016-05-10,15:00,56,0,0.0,0
1844505072,2016-05-10,16:00,56,0,0.0,0
1844505072,2016-05-10,17:00,56,0,0.0,0
1844505072,2016-05-10,18:00,56,0,0.0,0
1844505072,2016-05-10,19:00,56,0,0.0,0
1844505072,2016-05-10,20:00,56,0,0.0,0
1844505072,2016-05-10,21:00,56,0,0.0,0
1844505072,2016-05-10,22:00,56,0,0.0,0
1844505072,2016-05-10,23:00,56,0,0.0,0
1844505072,2016-05-11,00:00,56,0,0.0,0
1844505072,2016-05-11,01:00,56,0,0.0,0
1844505072,2016-05-11,02:00,56,0,0.0,0
1844505072,2016-05-11,03:00,56,0,0.0,0
1844505072,2016-05-11,04:00,56,0,0.0,0
1844505072,2016-05-11,05:00,56,0,0.0,0
1844505072,2016-05-11,06:00,56,0,0.0,0
1844505072,2016-05-11,07:00,56,0,0.0,0
1844505072,2016-05-11,08:00,56,0,0.0,0
1844505072,2016-05-11,09:00,56,0,0.0,0
1844505072,2016-05-11,10:00,56,0,0.0,0
1844505072,2016-05-11,11:00,56,0,0.0,0
1844505072,2016-05-11,12:00,56,0,0.0,0
1844505072,2016-05-11,13:00,56,0,0.0,0
1844505072,2016-05-11,14:00,56,0,0.0,0
1844505072,2016-05-11,15:00,56,0,0.0,0
1844505072,2016-05-11,16:00,56,0,0.0,0
1844505072,2016-05-11,17:00,56,0,0.0,0
1844505072,2016-05-11,18:00,56,0,0.0,0
1844505072,2016-05-11,19:00,56,0,0.0,0
1844505072,2016-05-11,20:00,56,0,0.0,0
1844505072,2016-05-11,21:00,56,0,0.0,0
1844505072,2016-05-11,22:00,56,0,0.0,0
1844505072,2016-05-11,23:00,56,0,0.0,0
1844505072,2016-05-12,00:00,56,0,0.0,0
1844505072,2016-05-12,01:00,56,0,0.0,0
1844505072,2016-05-12,02:00,56,0,0.0,0
1844505072,2016-05-12,03:00,56,0,0.0,0
1844505072,2016-05-12,04:00,56,0,0.0,0
1844505072,2016-05-12,05:00,56,0,0.0,0
1844505072,2016-05-12,06:00,56,0,0.0,0
1844505072,2016-05-12,07:00,56,0,0.0,0
1844505072,2016-05-12,08:00,56,0,0.0,0
1844505072,2016-05-12,09:00,56,0,0.0,0
1844505072,2016-05-12,10:00,56,0,0.0,0
1927972279,2016-04-12,00:00,85,0,0.0,0
1927972279,2016-04-12,01:00,85,0,0.0,0
1927972279,2016-04-12,02:00,85,0,0.0,0
1927972279,2016-04-12,03:00,84,0,0.0,0
1927972279,2016-04-12,04:00,87,1,0.02,4
1927972279,2016-04-12,05:00,85,0,0.0,0
1927972279,2016-04-12,06:00,90,2,0.03,20
1927972279,2016-04-12,07:00,85,0,0.0,0
1927972279,2016-04-12,08:00,85,0,0.0,0
1927972279,2016-04-12,09:00,85,0,0.0,0
1927972279,2016-04-12,10:00,85,0,0.0,0
1927972279,2016-04-12,11:00,89,2,0.03,17
1927972279,2016-04-12,12:00,84,0,0.0,0
1927972279,2016-04-12,13:00,85,0,0.0,0
1927972279,2016-04-12,14:00,111,9,0.15,169
1927972279,2016-04-12,15:00,93,2,0.03,12
1927972279,2016-04-12,16:00,102,5,0.08,77
1927972279,2016-04-12,17:00,117,13,0.22,119
1927972279,2016-04-12,18:00,88,0,0.0,0
1927972279,2016-04-12,19:00,92,2,0.03,28
1927972279,2016-04-12,20:00,97,4,0.07,32
1927972279,2016-04-12,21:00,109,9,0.15,105
1927972279,2016-04-12,22:00,94,3,0.05,50
1927972279,2016-04-12,23:00,93,3,0.05,45
1927972279,2016-04-13,00:00,90,1,0.02,4
1927972279,2016-04-13,01:00,92,2,0.03,16
1927972279,2016-04-13,02:00,91,2,0.03,17
1927972279,2016-04-13,03:00,87,0,0.0,0
1927972279,2016-04-13,04:00,91,2,0.03,12
1927972279,2016-04-13,05:00,86,0,0.0,0
1927972279,2016-04-13,06:00,86,0,0.0,0
1927972279,2016-04-13,07:00,86,0,0.0,0
1927972279,2016-04-13,08:00,86,0,0.0,0
1927972279,2016-04-13,09:00,102,6,0.1,79
1927972279,2016-04-13,10:00,86,0,0.0,0
1927972279,2016-04-13,11:00,88,1,0.02,5
1927972279,2016-04-13,12:00,86,0,0.0,0
